date,close
2018-09-25,1974.550
2018-09-24,1934.360
2018-09-21,1915.010
2018-09-20,1944.300
2018-09-19,1926.420
2018-09-18,1941.050
2018-09-17,1908.030
2018-09-14,1970.190
2018-09-13,1989.870
2018-09-12,1990.000
2018-09-11,1987.150
2018-09-10,1939.010
2018-09-07,1952.070
2018-09-06,1958.310
2018-09-05,1994.820
2018-09-04,2039.510
2018-08-31,2012.710
2018-08-30,2002.380
2018-08-29,1998.100
2018-08-28,1932.820
2018-08-27,1927.680
2018-08-24,1905.390
2018-08-23,1902.900
2018-08-22,1904.900
2018-08-21,1883.420
2018-08-20,1876.710
2018-08-17,1882.220
2018-08-16,1886.520
2018-08-15,1882.620
2018-08-14,1919.650
2018-08-13,1896.200
2018-08-10,1886.300
2018-08-09,1898.520
2018-08-08,1886.520
2018-08-07,1862.480
2018-08-06,1847.750
2018-08-03,1823.290
2018-08-02,1834.330
2018-08-01,1797.170
2018-07-31,1777.440
2018-07-30,1779.220
2018-07-27,1817.270
2018-07-26,1808.000
2018-07-25,1863.610
2018-07-24,1829.240
2018-07-23,1802.000
2018-07-20,1813.700
2018-07-19,1812.970
2018-07-18,1842.920
2018-07-17,1843.930
2018-07-16,1822.490
2018-07-13,1813.030
2018-07-12,1796.620
2018-07-11,1755.000
2018-07-10,1743.070
2018-07-09,1739.020
2018-07-06,1710.630
2018-07-05,1699.730
2018-07-03,1693.960
2018-07-02,1713.780
2018-06-29,1699.800
2018-06-28,1701.450
2018-06-27,1660.510
2018-06-26,1691.090
2018-06-25,1663.150
2018-06-22,1715.670
2018-06-21,1730.220
2018-06-20,1750.080
2018-06-19,1734.780
2018-06-18,1723.790
2018-06-15,1715.970
2018-06-14,1723.860
2018-06-13,1704.860
2018-06-12,1698.750
2018-06-11,1689.120
2018-06-08,1683.990
2018-06-07,1689.300
2018-06-06,1695.750
2018-06-05,1696.350
2018-06-04,1665.270
2018-06-01,1641.540
2018-05-31,1629.620
2018-05-30,1624.890
2018-05-29,1612.870
2018-05-25,1610.150
2018-05-24,1603.070
2018-05-23,1601.860
2018-05-22,1581.400
2018-05-21,1585.460
2018-05-18,1574.370
2018-05-17,1581.760
2018-05-16,1587.280
2018-05-15,1576.120
2018-05-14,1601.540
2018-05-11,1602.910
2018-05-10,1609.080
2018-05-09,1608.000
2018-05-08,1592.390
2018-05-07,1600.140
2018-05-04,1580.950
2018-05-03,1572.075
2018-05-02,1569.680
2018-05-01,1582.260
2018-04-30,1566.130
2018-04-27,1572.620
2018-04-26,1517.960
2018-04-25,1460.170
2018-04-24,1460.090
2018-04-23,1517.860
2018-04-20,1527.490
2018-04-19,1556.910
2018-04-18,1527.840
2018-04-17,1503.830
2018-04-16,1441.500
2018-04-13,1430.790
2018-04-12,1448.500
2018-04-11,1427.050
2018-04-10,1436.220
2018-04-09,1406.080
2018-04-06,1405.230
2018-04-05,1451.750
2018-04-04,1410.570
2018-04-03,1392.050
2018-04-02,1371.990
2018-03-29,1447.340
2018-03-28,1431.420
2018-03-27,1497.050
2018-03-26,1555.860
2018-03-23,1495.560
2018-03-22,1544.920
2018-03-21,1581.860
2018-03-20,1586.510
2018-03-19,1544.930
2018-03-16,1571.680
2018-03-15,1582.320
2018-03-14,1591.000
2018-03-13,1588.180
2018-03-12,1598.390
2018-03-09,1578.890
2018-03-08,1551.860
2018-03-07,1545.000
2018-03-06,1537.640
2018-03-05,1523.610
2018-03-02,1500.250
2018-03-01,1493.450
2018-02-28,1512.450
2018-02-27,1511.980
2018-02-26,1521.950
2018-02-23,1500.000
2018-02-22,1485.340
2018-02-21,1482.920
2018-02-20,1468.350
2018-02-16,1448.690
2018-02-15,1461.760
2018-02-14,1451.050
2018-02-13,1414.510
2018-02-12,1386.230
2018-02-09,1339.600
2018-02-08,1350.500
2018-02-07,1416.780
2018-02-06,1442.840
2018-02-05,1390.000
2018-02-02,1429.950
2018-02-01,1390.000
2018-01-31,1450.890
2018-01-30,1437.820
2018-01-29,1417.680
2018-01-26,1402.050
2018-01-25,1377.950
2018-01-24,1357.510
2018-01-23,1362.540
2018-01-22,1327.310
2018-01-19,1294.580
2018-01-18,1293.320
2018-01-17,1295.000
2018-01-16,1304.860
2018-01-12,1305.200
2018-01-11,1276.680
2018-01-10,1254.330
2018-01-09,1252.700
2018-01-08,1246.870
2018-01-05,1229.140
2018-01-04,1209.590
2018-01-03,1204.200
2018-01-02,1189.010
2017-12-29,1169.470
2017-12-28,1186.100
2017-12-27,1182.260
2017-12-26,1176.760
2017-12-22,1168.360
2017-12-21,1174.760
2017-12-20,1177.620
2017-12-19,1187.380
2017-12-18,1190.580
2017-12-15,1179.140
2017-12-14,1174.260
2017-12-13,1164.130
2017-12-12,1165.080
2017-12-11,1168.920
2017-12-08,1162.000
2017-12-07,1159.790
2017-12-06,1152.350
2017-12-05,1141.570
2017-12-04,1133.950
2017-12-01,1162.350
2017-11-30,1176.750
2017-11-29,1161.270
2017-11-28,1193.600
2017-11-27,1195.830
2017-11-24,1186.000
2017-11-22,1156.160
2017-11-21,1139.490
2017-11-20,1126.310
2017-11-17,1129.880
2017-11-16,1137.290
2017-11-15,1126.690
2017-11-14,1136.840
2017-11-13,1129.170
2017-11-10,1125.350
2017-11-09,1129.130
2017-11-08,1132.880
2017-11-07,1123.170
2017-11-06,1120.660
2017-11-03,1111.600
2017-11-02,1094.220
2017-11-01,1103.680
2017-10-31,1105.280
2017-10-30,1110.850
2017-10-27,1100.950
2017-10-26, 972.430
2017-10-25, 972.910
2017-10-24, 975.900
2017-10-23, 966.300
2017-10-20, 982.910
2017-10-19, 986.610
2017-10-18, 997.000
2017-10-17,1009.130
2017-10-16,1006.340
2017-10-13,1002.940
2017-10-12,1000.930
2017-10-11, 995.000
2017-10-10, 987.200
2017-10-09, 990.990
2017-10-06, 989.580
2017-10-05, 980.850
2017-10-04, 965.450
2017-10-03, 957.100
2017-10-02, 959.190
2017-09-29, 961.350
2017-09-28, 956.400
2017-09-27, 950.870
2017-09-26, 938.600
2017-09-25, 939.790
2017-09-22, 955.100
2017-09-21, 964.650
2017-09-20, 973.210
2017-09-19, 969.860
2017-09-18, 974.190
2017-09-15, 986.790
2017-09-14, 992.210
2017-09-13, 999.600
2017-09-12, 982.580
2017-09-11, 977.960
2017-09-08, 965.900
2017-09-07, 979.470
2017-09-06, 967.800
2017-09-05, 965.270
2017-09-01, 978.250
2017-08-31, 980.600
2017-08-30, 967.590
2017-08-29, 954.060
2017-08-28, 946.020
2017-08-25, 945.260
2017-08-24, 952.450
2017-08-23, 958.000
2017-08-22, 966.900
2017-08-21, 953.290
2017-08-18, 958.470
2017-08-17, 960.570
2017-08-16, 978.180
2017-08-15, 982.740
2017-08-14, 983.300
2017-08-11, 967.990
2017-08-10, 956.920
2017-08-09, 982.010
2017-08-08, 989.840
2017-08-07, 992.270
2017-08-04, 987.580
2017-08-03, 986.920
2017-08-02, 995.890
2017-08-01, 996.190
2017-07-31, 987.780
2017-07-28,1020.040
2017-07-27,1046.000
2017-07-26,1052.800
2017-07-25,1039.870
2017-07-24,1038.950
2017-07-21,1025.670
2017-07-20,1028.700
2017-07-19,1026.870
2017-07-18,1024.450
2017-07-17,1010.040
2017-07-14,1001.810
2017-07-13,1000.630
2017-07-12,1006.510
2017-07-11, 994.130
2017-07-10, 996.470
2017-07-07, 978.760
2017-07-06, 965.140
2017-07-05, 971.400
2017-07-03, 953.660
2017-06-30, 968.000
2017-06-29, 975.930
2017-06-28, 990.330
2017-06-27, 976.780
2017-06-26, 993.980
2017-06-23,1003.740
2017-06-22,1001.300
2017-06-21,1002.230
2017-06-20, 992.590
2017-06-19, 995.170
2017-06-16, 987.710
2017-06-15, 964.170
2017-06-14, 976.470
2017-06-13, 980.790
2017-06-12, 964.910
2017-06-09, 978.310
2017-06-08,1010.270
2017-06-07,1010.070
2017-06-06,1003.000
2017-06-05,1011.340
2017-06-02,1006.730
2017-06-01, 995.950
2017-05-31, 994.620
2017-05-30, 996.700
2017-05-26, 995.780
2017-05-25, 993.380
2017-05-24, 980.350
2017-05-23, 971.540
2017-05-22, 970.670
2017-05-19, 959.840
2017-05-18, 958.490
2017-05-17, 944.760
2017-05-16, 966.070
2017-05-15, 957.970
2017-05-12, 961.350
2017-05-11, 947.620
2017-05-10, 948.950
2017-05-09, 952.820
2017-05-08, 949.040
2017-05-05, 934.150
2017-05-04, 937.530
2017-05-03, 941.030
2017-05-02, 946.940
2017-05-01, 948.230
2017-04-28, 924.990
2017-04-27, 918.380
2017-04-26, 909.290
2017-04-25, 907.620
2017-04-24, 907.410
2017-04-21, 898.530
2017-04-20, 902.060
2017-04-19, 899.200
2017-04-18, 903.780
2017-04-17, 901.990
2017-04-13, 884.670
2017-04-12, 896.230
2017-04-11, 902.360
2017-04-10, 907.040
2017-04-07, 894.880
2017-04-06, 898.280
2017-04-05, 909.280
2017-04-04, 906.830
2017-04-03, 891.510
2017-03-31, 886.540
2017-03-30, 876.340
2017-03-29, 874.320
2017-03-28, 856.000
2017-03-27, 846.820
2017-03-24, 845.610
2017-03-23, 847.380
2017-03-22, 848.060
2017-03-21, 843.200
2017-03-20, 856.970
2017-03-17, 852.310
2017-03-16, 853.420
2017-03-15, 852.970
2017-03-14, 852.530
2017-03-13, 854.590
2017-03-10, 852.460
2017-03-09, 853.000
2017-03-08, 850.500
2017-03-07, 846.020
2017-03-06, 846.610
2017-03-03, 849.880
2017-03-02, 848.910
2017-03-01, 853.080
2017-02-28, 845.040
2017-02-27, 848.640
2017-02-24, 845.240
2017-02-23, 852.190
2017-02-22, 855.610
2017-02-21, 856.440
2017-02-17, 845.070
2017-02-16, 844.140
2017-02-15, 842.700
2017-02-14, 836.390
2017-02-13, 836.530
2017-02-10, 827.460
2017-02-09, 821.360
2017-02-08, 819.710
2017-02-07, 812.500
2017-02-06, 807.640
2017-02-03, 810.200
2017-02-02, 839.950
2017-02-01, 832.350
2017-01-31, 823.480
2017-01-30, 830.380
2017-01-27, 835.770
2017-01-26, 839.150
2017-01-25, 836.520
2017-01-24, 822.440
2017-01-23, 817.880
2017-01-20, 808.330
2017-01-19, 809.040
2017-01-18, 807.480
2017-01-17, 809.720
2017-01-13, 817.140
2017-01-12, 813.640
2017-01-11, 799.020
2017-01-10, 795.900
2017-01-09, 796.920
2017-01-06, 795.990
2017-01-05, 780.450
2017-01-04, 757.180
2017-01-03, 753.670
2016-12-30, 749.870
2016-12-29, 765.150
2016-12-28, 772.130
2016-12-27, 771.400
2016-12-23, 760.590
2016-12-22, 766.340
2016-12-21, 770.600
2016-12-20, 771.220
2016-12-19, 766.000
2016-12-16, 757.770
2016-12-15, 761.000
2016-12-14, 768.820
2016-12-13, 774.340
2016-12-12, 760.120
2016-12-09, 768.660
2016-12-08, 767.330
2016-12-07, 770.420
2016-12-06, 764.720
2016-12-05, 759.360
2016-12-02, 740.340
2016-12-01, 743.650
2016-11-30, 750.570
2016-11-29, 762.520
2016-11-28, 766.770
2016-11-25, 780.370
2016-11-23, 780.120
2016-11-22, 785.330
2016-11-21, 780.000
2016-11-18, 760.160
2016-11-17, 756.400
2016-11-16, 746.490
2016-11-15, 743.240
2016-11-14, 719.070
2016-11-11, 739.010
2016-11-10, 742.380
2016-11-09, 771.880
2016-11-08, 787.750
2016-11-07, 784.930
2016-11-04, 755.050
2016-11-03, 767.030
2016-11-02, 765.560
2016-11-01, 785.410
2016-10-31, 789.820
2016-10-28, 776.320
2016-10-27, 818.360
2016-10-26, 822.590
2016-10-25, 835.180
2016-10-24, 838.090
2016-10-21, 818.990
2016-10-20, 810.320
2016-10-19, 817.690
2016-10-18, 817.650
2016-10-17, 812.950
2016-10-14, 822.960
2016-10-13, 829.280
2016-10-12, 834.090
2016-10-11, 831.000
2016-10-10, 841.710
2016-10-07, 839.430
2016-10-06, 841.660
2016-10-05, 844.360
2016-10-04, 834.030
2016-10-03, 836.740
2016-09-30, 837.310
2016-09-29, 829.050
2016-09-28, 828.720
2016-09-27, 816.110
2016-09-26, 799.160
2016-09-23, 805.750
2016-09-22, 804.700
2016-09-21, 789.740
2016-09-20, 780.220
2016-09-19, 775.100
2016-09-16, 778.520
2016-09-15, 769.690
2016-09-14, 761.090
2016-09-13, 761.010
2016-09-12, 771.490
2016-09-09, 760.140
2016-09-08, 784.060
2016-09-07, 784.480
2016-09-06, 788.870
2016-09-02, 772.440
2016-09-01, 770.620
2016-08-31, 769.160
2016-08-30, 767.580
2016-08-29, 771.290
2016-08-26, 769.000
2016-08-25, 759.220
2016-08-24, 757.250
2016-08-23, 762.450
2016-08-22, 759.480
2016-08-19, 757.310
2016-08-18, 764.460
2016-08-17, 764.630
2016-08-16, 764.040
2016-08-15, 768.490
2016-08-12, 772.560
2016-08-11, 771.240
2016-08-10, 768.560
2016-08-09, 768.310
2016-08-08, 766.560
2016-08-05, 765.980
2016-08-04, 760.770
2016-08-03, 754.640
2016-08-02, 760.580
2016-08-01, 767.740
2016-07-29, 758.810
2016-07-28, 752.610
2016-07-27, 736.670
2016-07-26, 735.590
2016-07-25, 739.610
2016-07-22, 744.860
2016-07-21, 744.430
2016-07-20, 745.720
2016-07-19, 739.950
2016-07-18, 736.070
2016-07-15, 735.440
2016-07-14, 741.200
2016-07-13, 742.630
2016-07-12, 748.210
2016-07-11, 753.780
2016-07-08, 745.810
2016-07-07, 736.570
2016-07-06, 737.610
2016-07-05, 728.100
2016-07-01, 725.680
2016-06-30, 715.620
2016-06-29, 715.600
2016-06-28, 707.950
2016-06-27, 691.360
2016-06-24, 698.960
2016-06-23, 722.080
2016-06-22, 710.600
2016-06-21, 715.820
2016-06-20, 714.010
2016-06-17, 706.390
2016-06-16, 717.510
2016-06-15, 714.260
2016-06-14, 719.300
2016-06-13, 715.240
2016-06-10, 717.910
2016-06-09, 727.650
2016-06-08, 726.640
2016-06-07, 723.740
2016-06-06, 726.730
2016-06-03, 725.540
2016-06-02, 728.240
2016-06-01, 719.440
2016-05-31, 722.790
2016-05-27, 712.240
2016-05-26, 714.910
2016-05-25, 708.350
2016-05-24, 704.200
2016-05-23, 696.750
2016-05-20, 702.800
2016-05-19, 698.520
2016-05-18, 697.450
2016-05-17, 695.270
2016-05-16, 710.660
2016-05-13, 709.920
2016-05-12, 717.930
2016-05-11, 713.230
2016-05-10, 703.070
2016-05-09, 679.750
2016-05-06, 673.950
2016-05-05, 659.090
2016-05-04, 670.900
2016-05-03, 671.320
2016-05-02, 683.850
2016-04-29, 659.590
2016-04-28, 602.000
2016-04-27, 606.570
2016-04-26, 616.880
2016-04-25, 626.200
2016-04-22, 620.500
2016-04-21, 631.000
2016-04-20, 632.990
2016-04-19, 627.900
2016-04-18, 635.350
2016-04-15, 625.890
2016-04-14, 620.750
2016-04-13, 614.820
2016-04-12, 603.170
2016-04-11, 595.930
2016-04-08, 594.600
2016-04-07, 591.430
2016-04-06, 602.080
2016-04-05, 586.140
2016-04-04, 593.190
2016-04-01, 598.500
2016-03-31, 593.640
2016-03-30, 598.690
2016-03-29, 593.860
2016-03-28, 579.870
2016-03-24, 582.950
2016-03-23, 569.630
2016-03-22, 560.480
2016-03-21, 553.980
2016-03-18, 552.080
2016-03-17, 559.440
2016-03-16, 574.270
2016-03-15, 577.020
2016-03-14, 573.370
2016-03-11, 569.610
2016-03-10, 558.930
2016-03-09, 559.470
2016-03-08, 560.260
2016-03-07, 562.800
2016-03-04, 575.140
2016-03-03, 577.490
2016-03-02, 580.210
2016-03-01, 579.040
2016-02-29, 552.520
2016-02-26, 555.230
2016-02-25, 555.150
2016-02-24, 554.040
2016-02-23, 552.940
2016-02-22, 559.500
2016-02-19, 534.900
2016-02-18, 525.000
2016-02-17, 534.100
2016-02-16, 521.100
2016-02-12, 507.080
2016-02-11, 503.820
2016-02-10, 490.480
2016-02-09, 482.070
2016-02-08, 488.100
2016-02-05, 502.130
2016-02-04, 536.260
2016-02-03, 531.070
2016-02-02, 552.100
2016-02-01, 574.810
2016-01-29, 587.000
2016-01-28, 635.350
2016-01-27, 583.350
2016-01-26, 601.250
2016-01-25, 596.530
2016-01-22, 596.380
2016-01-21, 575.020
2016-01-20, 571.770
2016-01-19, 574.480
2016-01-15, 570.180
2016-01-14, 593.000
2016-01-13, 581.810
2016-01-12, 617.890
2016-01-11, 617.740
2016-01-08, 607.050
2016-01-07, 607.940
2016-01-06, 632.650
2016-01-05, 633.790
2016-01-04, 636.990
2015-12-31, 675.890
2015-12-30, 689.070
2015-12-29, 693.970
2015-12-28, 675.200
2015-12-24, 662.790
2015-12-23, 663.700
2015-12-22, 663.150
2015-12-21, 664.510
2015-12-18, 664.140
2015-12-17, 670.650
2015-12-16, 675.770
2015-12-15, 658.640
2015-12-14, 657.910
2015-12-11, 640.150
2015-12-10, 662.320
2015-12-09, 664.790
2015-12-08, 677.330
2015-12-07, 669.830
2015-12-04, 672.640
2015-12-03, 666.250
2015-12-02, 676.010
2015-12-01, 679.060
2015-11-30, 664.800
2015-11-27, 673.260
2015-11-25, 675.340
2015-11-24, 671.150
2015-11-23, 678.990
2015-11-20, 668.450
2015-11-19, 661.270
2015-11-18, 663.540
2015-11-17, 643.300
2015-11-16, 647.810
2015-11-13, 642.350
2015-11-12, 665.600
2015-11-11, 673.250
2015-11-10, 659.680
2015-11-09, 655.490
2015-11-06, 659.370
2015-11-05, 655.650
2015-11-04, 640.950
2015-11-03, 625.310
2015-11-02, 628.350
2015-10-30, 625.900
2015-10-29, 626.550
2015-10-28, 617.100
2015-10-27, 611.010
2015-10-26, 608.610
2015-10-23, 599.030
2015-10-22, 563.910
2015-10-21, 555.770
2015-10-20, 560.880
2015-10-19, 573.150
2015-10-16, 570.760
2015-10-15, 562.440
2015-10-14, 544.830
2015-10-13, 548.900
2015-10-12, 550.190
2015-10-09, 539.800
2015-10-08, 533.160
2015-10-07, 541.940
2015-10-06, 537.480
2015-10-05, 543.680
2015-10-02, 532.540
2015-10-01, 520.720
2015-09-30, 511.890
2015-09-29, 496.070
2015-09-28, 504.060
2015-09-25, 524.250
2015-09-24, 533.750
2015-09-23, 536.070
2015-09-22, 538.400
2015-09-21, 548.390
2015-09-18, 540.260
2015-09-17, 538.870
2015-09-16, 527.390
2015-09-15, 522.370
2015-09-14, 521.380
2015-09-11, 529.440
2015-09-10, 522.240
2015-09-09, 516.890
2015-09-08, 517.540
2015-09-04, 499.000
2015-09-03, 504.720
2015-09-02, 510.550
2015-09-01, 496.540
2015-08-31, 512.890
2015-08-28, 518.010
2015-08-27, 518.370
2015-08-26, 500.770
2015-08-25, 466.370
2015-08-24, 463.370
2015-08-21, 494.470
2015-08-20, 515.780
2015-08-19, 532.920
2015-08-18, 535.020
2015-08-17, 535.220
2015-08-14, 531.520
2015-08-13, 529.660
2015-08-12, 525.910
2015-08-11, 527.460
2015-08-10, 524.000
2015-08-07, 522.620
2015-08-06, 529.460
2015-08-05, 537.010
2015-08-04, 531.900
2015-08-03, 535.030
2015-07-31, 536.150
2015-07-30, 536.760
2015-07-29, 529.000
2015-07-28, 526.030
2015-07-27, 531.410
2015-07-24, 529.420
2015-07-23, 482.180
2015-07-22, 488.270
2015-07-21, 488.000
2015-07-20, 488.100
2015-07-17, 483.010
2015-07-16, 475.480
2015-07-15, 461.190
2015-07-14, 465.570
2015-07-13, 455.570
2015-07-10, 443.510
2015-07-09, 434.390
2015-07-08, 429.700
2015-07-07, 436.720
2015-07-06, 436.040
2015-07-02, 437.710
2015-07-01, 437.390
2015-06-30, 434.090
2015-06-29, 429.860
2015-06-26, 438.100
2015-06-25, 440.100
2015-06-24, 440.840
2015-06-23, 445.990
2015-06-22, 436.290
2015-06-19, 434.920
2015-06-18, 439.390
2015-06-17, 427.810
2015-06-16, 427.260
2015-06-15, 423.670
2015-06-12, 429.920
2015-06-11, 432.970
2015-06-10, 430.770
2015-06-09, 425.480
2015-06-08, 423.500
2015-06-05, 426.950
2015-06-04, 430.780
2015-06-03, 436.590
2015-06-02, 430.990
2015-06-01, 430.920
2015-05-29, 429.230
2015-05-28, 426.570
2015-05-27, 431.420
2015-05-26, 425.470
2015-05-22, 427.630
2015-05-21, 431.630
2015-05-20, 423.860
2015-05-19, 421.710
2015-05-18, 425.240
2015-05-15, 426.000
2015-05-14, 432.280
2015-05-13, 426.870
2015-05-12, 431.020
2015-05-11, 432.850
2015-05-08, 433.690
2015-05-07, 426.880
2015-05-06, 419.100
2015-05-05, 421.190
2015-05-04, 423.040
2015-05-01, 422.870
2015-04-30, 421.780
2015-04-29, 429.370
2015-04-28, 429.310
2015-04-27, 438.560
2015-04-24, 445.100
2015-04-23, 389.990
2015-04-22, 389.800
2015-04-21, 391.180
2015-04-20, 389.510
2015-04-17, 375.560
2015-04-16, 386.040
2015-04-15, 383.450
2015-04-14, 385.110
2015-04-13, 382.360
2015-04-10, 382.650
2015-04-09, 383.540
2015-04-08, 381.200
2015-04-07, 374.410
2015-04-06, 377.040
2015-04-02, 372.250
2015-04-01, 370.255
2015-03-31, 372.100
2015-03-30, 374.590
2015-03-27, 370.560
2015-03-26, 367.350
2015-03-25, 370.960
2015-03-24, 374.090
2015-03-23, 375.110
2015-03-20, 378.490
2015-03-19, 373.240
2015-03-18, 375.135
2015-03-17, 371.920
2015-03-16, 373.350
2015-03-13, 370.580
2015-03-12, 374.240
2015-03-11, 366.370
2015-03-10, 369.510
2015-03-09, 378.560
2015-03-06, 380.090
2015-03-05, 387.830
2015-03-04, 382.720
2015-03-03, 384.610
2015-03-02, 385.655
2015-02-27, 380.160
2015-02-26, 384.800
2015-02-25, 385.370
2015-02-24, 378.590
2015-02-23, 380.140
2015-02-20, 383.660
2015-02-19, 378.995
2015-02-18, 373.370
2015-02-17, 375.430
2015-02-13, 381.830
2015-02-12, 377.170
2015-02-11, 375.140
2015-02-10, 372.995
2015-02-09, 370.560
2015-02-06, 374.280
2015-02-05, 373.890
2015-02-04, 364.750
2015-02-03, 363.550
2015-02-02, 364.470
2015-01-30, 354.530
2015-01-29, 311.780
2015-01-28, 303.910
2015-01-27, 306.750
2015-01-26, 309.660
2015-01-23, 312.390
2015-01-22, 310.320
2015-01-21, 297.250
2015-01-20, 289.440
2015-01-16, 290.740
2015-01-15, 286.950
2015-01-14, 293.270
2015-01-13, 294.740
2015-01-12, 291.410
2015-01-09, 296.930
2015-01-08, 300.460
2015-01-07, 298.420
2015-01-06, 295.290
2015-01-05, 302.190
2015-01-02, 308.520
2014-12-31, 310.350
2014-12-30, 310.300
2014-12-29, 312.040
2014-12-26, 309.090
2014-12-24, 303.030
2014-12-23, 306.285
2014-12-22, 306.540
2014-12-19, 299.900
2014-12-18, 297.730
2014-12-17, 298.880
2014-12-16, 295.060
2014-12-15, 306.070
2014-12-12, 307.320
2014-12-11, 307.360
2014-12-10, 305.840
2014-12-09, 312.500
2014-12-08, 306.640
2014-12-05, 312.630
2014-12-04, 316.930
2014-12-03, 316.500
2014-12-02, 326.310
2014-12-01, 326.000
2014-11-28, 338.640
2014-11-26, 333.570
2014-11-25, 335.040
2014-11-24, 335.640
2014-11-21, 332.630
2014-11-20, 330.540
2014-11-19, 326.540
2014-11-18, 324.930
2014-11-17, 323.050
2014-11-14, 327.820
2014-11-13, 316.480
2014-11-12, 311.510
2014-11-11, 312.010
2014-11-10, 305.110
2014-11-07, 299.860
2014-11-06, 296.640
2014-11-05, 296.520
2014-11-04, 302.810
2014-11-03, 305.720
2014-10-31, 305.460
2014-10-30, 299.070
2014-10-29, 294.120
2014-10-28, 295.590
2014-10-27, 289.970
2014-10-24, 287.060
2014-10-23, 313.180
2014-10-22, 312.970
2014-10-21, 315.330
2014-10-20, 306.210
2014-10-17, 303.640
2014-10-16, 302.860
2014-10-15, 305.970
2014-10-14, 308.310
2014-10-13, 306.450
2014-10-10, 311.390
2014-10-09, 315.370
2014-10-08, 322.700
2014-10-07, 316.980
2014-10-06, 322.200
2014-10-03, 322.740
2014-10-02, 318.410
2014-10-01, 317.460
2014-09-30, 322.440
2014-09-29, 321.820
2014-09-26, 323.210
2014-09-25, 321.930
2014-09-24, 328.210
2014-09-23, 323.630
2014-09-22, 324.500
2014-09-19, 331.320
2014-09-18, 325.000
2014-09-17, 324.000
2014-09-16, 327.760
2014-09-15, 323.890
2014-09-12, 331.190
2014-09-11, 330.520
2014-09-10, 331.330
2014-09-09, 329.750
2014-09-08, 342.340
2014-09-05, 346.380
2014-09-04, 345.950
2014-09-03, 339.000
2014-09-02, 342.380
2014-08-29, 339.040
2014-08-28, 340.020
2014-08-27, 343.180
2014-08-26, 341.830
2014-08-25, 334.020
2014-08-22, 331.590
2014-08-21, 332.910
2014-08-20, 335.780
2014-08-19, 335.130
2014-08-18, 334.530
2014-08-15, 333.630
2014-08-14, 333.210
2014-08-13, 326.280
2014-08-12, 319.320
2014-08-11, 318.330
2014-08-08, 316.800
2014-08-07, 311.450
2014-08-06, 313.890
2014-08-05, 312.320
2014-08-04, 313.650
2014-08-01, 307.060
2014-07-31, 312.990
2014-07-30, 322.510
2014-07-29, 320.000
2014-07-28, 320.410
2014-07-25, 324.010
2014-07-24, 358.610
2014-07-23, 358.140
2014-07-22, 360.840
2014-07-21, 359.760
2014-07-18, 358.660
2014-07-17, 352.454
2014-07-16, 355.900
2014-07-15, 354.440
2014-07-14, 355.320
2014-07-11, 346.200
2014-07-10, 327.920
2014-07-09, 329.970
2014-07-08, 323.810
2014-07-07, 333.550
2014-07-03, 337.492
2014-07-02, 332.850
2014-07-01, 332.390
2014-06-30, 324.780
2014-06-27, 324.570
2014-06-26, 325.690
2014-06-25, 327.440
2014-06-24, 324.160
